"Subject" "Activity" "Axis" "meantBodyAccM" "meantBodyAccSD" "meantGravityAccM" "meantGravityAccSD" "meantBodyAccJerkM" "meantBodyAccJerkSD" "meantBodyGyroM" "meantBodyGyroSD" "meantBodyGyroJerkM" "meantBodyGyroJerkSD" "meanfBodyAccJerkM" "meanfBodyAccJerkSD" "meanfBodyGyroM" "meanfBodyGyroSD" "meanAngleGravityM"
"3" "WALKING_DOWNSTAIRS" "Z" -0.116139842908163 -0.362240245489796 -0.102352758040816 -0.899943947755102 -0.00202727978142857 -0.571735243061224 0.123826738353061 -0.44230776755102 -0.0416193131122449 -0.374605412306122 -0.529059450612245 -0.613525074285714 -0.302866461179592 -0.548164313265306 0.0932212612040816
"3" "WALKING_UPSTAIRS" "X" 0.260819873067797 -0.313123437627119 0.883533436101695 -0.944040819322034 0.0426880986186441 -0.458364616949153 0.0721980309322034 -0.456039262525424 -0.115510569491525 -0.507270757966102 -0.478434306271186 -0.486446509661017 -0.378216681762712 -0.484820991355932 -0.600971375423729
"3" "WALKING_UPSTAIRS" "Y" -0.0324109410555932 0.0116280813372881 -0.382851153728814 -0.909825953898305 0.0397249270484746 -0.251680364540678 -0.139275405637288 -0.582742845932203 -0.0400372510491525 -0.775774143389831 -0.283772547471017 -0.268191523644068 -0.637293508305085 -0.556045947118644 0.346985015762712
"3" "WALKING_UPSTAIRS" "Z" -0.110064863437288 -0.369754604067797 -0.162943955254237 -0.909469675084746 0.0208205538101695 -0.708551711864407 0.0215603697 -0.492327305084746 -0.0498180874305085 -0.573433947627119 -0.677314534067797 -0.738705863898305 -0.431503361525424 -0.561097649661017 0.134293701288136
"4" "LAYING" "X" 0.263559214981481 -0.954193738888889 -0.420664662222222 -0.921199965925926 0.0934494217777778 -0.978302781111111 -0.00923156347222222 -0.973102422222222 -0.105019877685185 -0.975103204259259 -0.978542457407407 -0.980079292592593 -0.967203736481482 -0.975094739444444 0.553489757592593
"4" "LAYING" "Y" -0.0150031841055556 -0.941714042407407 0.915165104259259 -0.969816635740741 0.00693313213968519 -0.942209488333333 -0.0930128180759259 -0.961109291851852 -0.0381230432222222 -0.986855629814815 -0.943969987222222 -0.944366881666667 -0.972187839074074 -0.956182500185185 -0.763217167407407
"4" "LAYING" "Z" -0.110688150314815 -0.962667314814815 0.341531310555556 -0.976176608888889 -0.00641054328740741 -0.978511984259259 0.169720404092593 -0.962073755 -0.0712156288333333 -0.983965359814815 -0.975383329444444 -0.980261236296296 -0.961479262592593 -0.965807466666667 -0.229790432925926
"4" "SITTING" "X" 0.27153827992 -0.980309931 0.8693030064 -0.9814052948 0.0784500239 -0.9767421962 -0.04944351156 -0.9701317904 -0.09694948424 -0.9698997312 -0.9768457126 -0.9787769122 -0.9605896358 -0.973333107 -0.7102762428
"4" "SITTING" "Y" -0.007163065158 -0.89022398108 0.211622539936894 -0.93272710386 -0.0108582171094 -0.9445961056 -0.08943006108 -0.9584681204 -0.041848389996 -0.984441358 -0.9442983908 -0.949293158 -0.9675836478 -0.954120419 -0.07099878796
"4" "SITTING" "Z" -0.10587459588 -0.9322030066 0.11012048108 -0.9509492546 -0.0121499951596 -0.9790387658 0.10115033478 -0.9279722294 -0.0489964351672 -0.9688048316 -0.9751549056 -0.9816994482 -0.9337768922 -0.9328683544 -0.0563298907436
"4" "STANDING" "X" 0.280499745892857 -0.97692058 0.95619779125 -0.972908355892857 0.0721328379857143 -0.972586541964286 -0.0306449342357143 -0.909687974464286 -0.103057894142857 -0.949633878571429 -0.972310894285714 -0.975706723571429 -0.905464161964286 -0.912464793928571 -0.831044401607143
"4" "STANDING" "Y" -0.00948911098553571 -0.86159737875 -0.0759009061071429 -0.917613464821429 -0.00653015693773214 -0.938354677857143 -0.061824850625 -0.949227146964286 -0.0461257201357143 -0.976065174642857 -0.937624242142857 -0.944075308928571 -0.955992945178571 -0.945825840178571 0.135778706071429
"4" "STANDING" "Z" -0.0961574905535714 -0.896880538392857 0.166893825946429 -0.899404775267857 -0.0211889890567857 -0.973054201071429 0.0755636430892857 -0.909995038571429 -0.0490753497867857 -0.957982019464286 -0.968648411607143 -0.976229505535714 -0.915280955357143 -0.91665163125 -0.0951347515892857
"4" "WALKING" "X" 0.278582015166667 -0.440829971333333 0.963999696833333 -0.983826494833333 0.0783529082183333 -0.297042612533333 -0.0317982557795 -0.500916659 -0.115321556475 -0.492341066833333 -0.358883413666667 -0.29732607245 -0.373384540666667 -0.542646759 -0.865284280666667
"4" "WALKING" "Y" -0.0148399475341667 -0.0788267367683333 -0.0858540265666667 -0.967963221 0.00295602428666667 -0.221165131581667 -0.0726905278583333 -0.665394092833333 -0.0393474489133333 -0.807419937 -0.279553391533333 -0.2099000063 -0.688460056666667 -0.654657770166667 0.1425101785
"4" "WALKING" "Z" -0.11140306485 -0.586252806833333 0.127764112666667 -0.962968112 -0.000767679338333334 -0.7513913825 0.0805677161216667 -0.662608226 -0.0551166852766667 -0.640454132833333 -0.728991595666667 -0.772359087333333 -0.601381129166667 -0.716458475166667 -0.0675179863833333
"4" "WALKING_DOWNSTAIRS" "X" 0.279965329555556 0.0111935496222222 0.947731858666667 -0.955258881333333 0.0971862748866667 -0.145759708684667 -0.102838822533333 -0.370244695288889 -0.0921282734666667 -0.395995494444444 -0.16163290774 -0.208250062317778 -0.240298893435556 -0.414919000955556 -0.852409054444444
"4" "WALKING_DOWNSTAIRS" "Y" -0.00980200850666667 -0.21859832499 -0.0620852772955556 -0.932066041111111 0.00563780215111111 -0.146242294857778 -0.0704025952333333 -0.699453537111111 -0.0348434913444444 -0.816858240222222 -0.172941628735556 -0.177202094317778 -0.717545840444444 -0.691518367333333 0.1265381706
"4" "WALKING_DOWNSTAIRS" "Z" -0.1067775246 -0.479185977111111 0.148714808888889 -0.937753794444444 -0.00729137766444444 -0.626646986888889 0.05926394948 -0.498480800444444 -0.0492836435688889 -0.325780073711111 -0.583917371333333 -0.668867334444444 -0.318306481022222 -0.621658471333333 -0.0832015467555555
"4" "WALKING_UPSTAIRS" "X" 0.270876696730769 -0.204933042903846 0.946264314423077 -0.958495235576923 0.0560971909634615 -0.380488027307692 0.0393825198942308 -0.454431043269231 -0.1314720713 -0.533666803846154 -0.418304647307692 -0.396762584807692 -0.3710689925 -0.483548693461538 -0.775483533076923
"4" "WALKING_UPSTAIRS" "Y" -0.0319804295729615 -0.0666899105180769 -0.232944304615385 -0.923376019038462 0.0234018993153846 -0.281543175326923 -0.0859471683596154 -0.551185569230769 -0.0390508828865385 -0.840722752692308 -0.297805187243462 -0.314525030788462 -0.684310201538462 -0.489824279230769 0.243389231923077
"4" "WALKING_UPSTAIRS" "Z" -0.114219455519231 -0.372137777692308 0.0841675382884615 -0.919619453269231 0.00340280836730769 -0.726495311923077 0.0843753843384615 -0.360811047884615 -0.0722496260807692 -0.556236584807692 -0.690106934230769 -0.762772175 -0.350765737115385 -0.424533512307692 -0.0368022039115385
"5" "LAYING" "X" 0.278334325576923 -0.965934509615385 -0.483470597692308 -0.945695336153846 0.0848164824230769 -0.983307862115385 -0.0218935013501923 -0.979498706538461 -0.102114125 -0.983422257692308 -0.982689657115385 -0.985625270384615 -0.975797491730769 -0.980705769807692 0.598732659615385
"5" "LAYING" "Y" -0.0183042123269231 -0.969295613269231 0.954890346153846 -0.985964053846154 0.00747460829615385 -0.964560430961538 -0.0798709596153846 -0.977427370576923 -0.0404446925288462 -0.983759479230769 -0.965328566153846 -0.96624258 -0.978249645769231 -0.977257800961538 -0.825299860384615
"5" "LAYING" "Z" -0.107937603673077 -0.968562516346154 0.263644691923077 -0.977076645 -0.00304067159653846 -0.985419368461538 0.159894366942308 -0.960583776923077 -0.07083096875 -0.989679592307692 -0.983250309423077 -0.986135599038461 -0.963202948461538 -0.963305738076923 -0.168146326730769
"5" "SITTING" "X" 0.273694139545455 -0.980945022045455 0.880731443863636 -0.983137541590909 0.0749577410909091 -0.975204850227273 -0.0422355209795455 -0.966225485 -0.0889747665681818 -0.966037012045455 -0.976024951136364 -0.976530547272727 -0.957117251818182 -0.969390369318182 -0.730101663409091
"5" "SITTING" "Y" -0.00990083527045455 -0.904335121022727 0.168445524 -0.939942979795454 -0.00278773346136363 -0.952786261136364 -0.0835484079545455 -0.950064068181818 -0.0454702982386364 -0.975433911363636 -0.954237489772727 -0.954464442045455 -0.955460359318182 -0.947571471590909 -0.0384493972045455
"5" "SITTING" "Z" -0.108540300265909 -0.926094740227273 0.143006857611364 -0.945008999545455 0.00338609594827273 -0.973436529545455 0.0823934451590909 -0.940637937045455 -0.0487714733568182 -0.964878512727273 -0.969501330681818 -0.97602233 -0.938003425909091 -0.947346476590909 -0.0806862754545455
"5" "STANDING" "X" 0.282544390892857 -0.968591815714286 0.960188699107143 -0.974088206071429 0.0725189859107143 -0.962647080178571 -0.0322711902673214 -0.910395222321429 -0.0922249863035714 -0.941930044107143 -0.963059235178571 -0.965778920714286 -0.909661802321429 -0.912780915714286 -0.862767277857143
"5" "STANDING" "Y" -0.00700418554517857 -0.869439913392857 -0.03871012665 -0.931973943392857 -0.00221990214464286 -0.931217140714286 -0.050987505 -0.933738104107143 -0.0399108188821429 -0.961177741607143 -0.93137020875 -0.936202600714286 -0.939373524464286 -0.931857811428571 0.110446445178571
"5" "STANDING" "Z" -0.102171095696429 -0.869327321785714 0.138638436607143 -0.914608495714286 -0.0122812220569643 -0.963832118928571 0.0690945763946429 -0.907471555714286 -0.0422221341625 -0.944755343035714 -0.958438726607143 -0.96807230125 -0.907190836607143 -0.91678935625 -0.0754509648214286
"5" "WALKING" "X" 0.27784234625 -0.294098534232143 0.972624959821429 -0.979348381428571 0.0845888833571429 -0.302891024625 -0.0488919896632143 -0.490877497857143 -0.0888408355267857 -0.357681403285714 -0.344954806428571 -0.3213903195 -0.372668749642857 -0.529392790178571 -0.91711397375
"5" "WALKING" "Y" -0.0172850317482679 0.0767484028053571 -0.100440285303571 -0.961585474821429 -0.0163194101232143 -0.0910397428607143 -0.0690135249642857 -0.504622029821429 -0.0449559531089286 -0.57143812375 -0.181055554206071 -0.0545213604089286 -0.513951718392857 -0.502683380535714 0.152461602857143
"5" "WALKING" "Z" -0.107741776464286 -0.45702143625 0.00247623628392857 -0.964580803928571 8.32159351785732e-05 -0.612895318571429 0.0815435495892857 -0.318700615178571 -0.0482679596035714 -0.157682543983929 -0.590496615535714 -0.633429995714286 -0.213127031035714 -0.420367075178571 0.02003381474925
"5" "WALKING_DOWNSTAIRS" "X" 0.29354392712766 0.275046110468085 0.956649352553192 -0.950490938510638 0.109650600459574 0.0322415501638298 -0.068294569906383 -0.46064684487234 -0.110149008255319 -0.411302217446809 -0.0368012151170213 0.011055933212766 -0.295345101425532 -0.51494094106383 -0.947116527659574
"5" "WALKING_DOWNSTAIRS" "Y" -0.00850107533191489 0.0907630761042553 -0.0607578318319149 -0.912363420851064 0.0137618233808511 0.0473612314702128 -0.0707805998787234 -0.409134149148936 -0.0708296588478723 -0.514591487234043 -0.0568032957531915 0.0901720096791489 -0.382483075106383 -0.431552775319149 0.125876924702128
"5" "WALKING_DOWNSTAIRS" "Z" -0.100319930659574 -0.325891435319149 0.0216777910246191 -0.927192732978723 0.0213397664446809 -0.52265163787234 0.0806559989574468 -0.227869042382979 -0.0399656935617021 -0.0344217467042553 -0.491979946170213 -0.551178075319149 -0.034175027916383 -0.374705187021277 0.00648109544829787
"5" "WALKING_UPSTAIRS" "X" 0.268459469914894 -0.0457237779851064 0.936821834893617 -0.95357996893617 0.0795443483829787 -0.223896564340426 0.0395191121489362 -0.443342262340426 -0.143029686361702 -0.305245202489362 -0.289725470425532 -0.22532784293617 -0.263615096246809 -0.501685580212766 -0.754346294893617
"5" "WALKING_UPSTAIRS" "Y" -0.0325269755153191 0.185022459476596 -0.265942569148936 -0.900511719787234 0.0140130363106383 -0.125026612744681 -0.117195551802128 -0.440345826382979 -0.0559895777393617 -0.631822048297872 -0.19681792087234 -0.105311152804255 -0.516609046808511 -0.403486393191489 0.266611003404255
"5" "WALKING_UPSTAIRS" "Z" -0.107471453914894 -0.308938978787234 -0.0232035364248936 -0.92141958 -0.025590953282766 -0.63836903212766 0.0424442819489362 -0.26545133312766 -0.0534895401 -0.282154378489362 -0.606717464680851 -0.668825711276596 -0.139801393244681 -0.380378006808511 0.0378686889744681
